student,student_status,strategy,gain,old_utility,new_utility,regret_before,regret_after,old_bundle,new_bundle,desired_items,true_preferences,reported_preferences
41,5.0,promote_single_86,4.0,17.0,21.0,9.0,5.0,"[83, 85, 87]","[83, 85, 86]","[62, 64, 66, 67, 68, 69, 70, 71, 73, 74, 77, 78, 80, 81, 82, 83, 84, 85, 86, 87, 88]","[3.0, 5.0, 1.0, 1.0, 2.0, 1.0, 5.0, 4.0, 1.0, 3.0, 1.0, 1.0, 1.0, 3.0, 1.0, 7.0, 3.0, 7.0, 7.0, 3.0, 3.0]","[2.0, 4.0, 0.0, 0.0, 1.0, 0.0, 4.0, 3.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 6.0, 2.0, 6.0, 7.0, 2.0, 2.0]"
144,3.0,boost_missed,1.0,10.0,11.0,9.0,8.0,"[45, 50, 51, 59]","[46, 59, 67, 94]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 44, 45, 46, 47, 48, 50, 51, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 94]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 6.0, 1.0, 1.0, 6.0, 6.0, 1.0, 1.0, 2.0, 2.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 2.0, 2.0, 1.0, 0.0, 0.0, 1.0, 1.0, 4.0, 1.0, 1.0, 7.0, 6.0, 1.0, 1.0, 4.0, 4.0, 3.0]"
165,3.0,demote_assigned,2.0,23.0,25.0,8.0,6.0,"[8, 20, 37, 42]","[8, 22, 38, 49, 50]","[7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 92, 94, 95]","[4.0, 4.0, 3.0, 2.0, 2.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 1.0, 1.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 3.0, 3.0, 3.0, 4.0, 2.0, 2.0, 6.0, 2.0, 6.0, 6.0, 6.0, 6.0, 5.0, 5.0, 4.0, 5.0, 2.0, 2.0, 5.0, 2.0, 4.0, 4.0, 3.0, 3.0, 2.0, 1.0, 1.0, 1.0]","[4.0, 1.0, 3.0, 2.0, 2.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 4.0, 7.0, 7.0, 7.0, 7.0, 7.0, 1.0, 1.0, 6.0, 3.0, 6.0, 6.0, 6.0, 3.0, 6.0, 3.0, 3.0, 3.0, 4.0, 2.0, 2.0, 6.0, 2.0, 6.0, 6.0, 6.0, 6.0, 5.0, 5.0, 4.0, 5.0, 2.0, 2.0, 5.0, 2.0, 4.0, 4.0, 3.0, 3.0, 2.0, 1.0, 1.0, 1.0]"
32,5.0,promote_single_66,2.0,13.0,15.0,8.0,6.0,"[62, 68, 84]","[66, 83, 84]","[62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87]","[6.0, 3.0, 2.0, 1.0, 6.0, 1.0, 3.0, 1.0, 5.0, 1.0, 2.0, 2.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0, 3.0, 1.0, 5.0, 4.0, 2.0, 3.0, 2.0]","[5.0, 2.0, 1.0, 0.0, 7.0, 0.0, 2.0, 0.0, 4.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 2.0, 0.0, 4.0, 3.0, 1.0, 2.0, 1.0]"
32,5.0,promote_single_70,1.0,13.0,14.0,8.0,7.0,"[62, 68, 84]","[70, 83, 84]","[62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87]","[6.0, 3.0, 2.0, 1.0, 6.0, 1.0, 3.0, 1.0, 5.0, 1.0, 2.0, 2.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0, 3.0, 1.0, 5.0, 4.0, 2.0, 3.0, 2.0]","[5.0, 2.0, 1.0, 0.0, 5.0, 0.0, 2.0, 0.0, 7.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 2.0, 0.0, 4.0, 3.0, 1.0, 2.0, 1.0]"
84,4.0,boost_missed,1.0,21.0,22.0,7.0,6.0,"[40, 59, 68]","[48, 49, 50, 59]","[9, 40, 43, 44, 48, 49, 50, 52, 59, 60, 64, 65, 68, 71, 74, 80, 84, 86, 87]","[4.0, 7.0, 4.0, 3.0, 6.0, 2.0, 7.0, 7.0, 7.0, 1.0, 2.0, 4.0, 7.0, 2.0, 2.0, 3.0, 4.0, 3.0, 4.0]","[4.0, 5.0, 4.0, 3.0, 6.0, 2.0, 7.0, 7.0, 5.0, 1.0, 2.0, 4.0, 5.0, 2.0, 2.0, 3.0, 4.0, 3.0, 4.0]"
84,4.0,demote_assigned,3.0,21.0,24.0,7.0,4.0,"[40, 59, 68]","[43, 48, 50, 59]","[9, 40, 43, 44, 48, 49, 50, 52, 59, 60, 64, 65, 68, 71, 74, 80, 84, 86, 87]","[4.0, 7.0, 4.0, 3.0, 6.0, 2.0, 7.0, 7.0, 7.0, 1.0, 2.0, 4.0, 7.0, 2.0, 2.0, 3.0, 4.0, 3.0, 4.0]","[4.0, 4.0, 4.0, 3.0, 6.0, 2.0, 7.0, 7.0, 4.0, 1.0, 2.0, 4.0, 4.0, 2.0, 2.0, 3.0, 4.0, 3.0, 4.0]"
84,4.0,promote_single_52,2.0,21.0,23.0,7.0,5.0,"[40, 59, 68]","[40, 49, 52, 59]","[9, 40, 43, 44, 48, 49, 50, 52, 59, 60, 64, 65, 68, 71, 74, 80, 84, 86, 87]","[4.0, 7.0, 4.0, 3.0, 6.0, 2.0, 7.0, 7.0, 7.0, 1.0, 2.0, 4.0, 7.0, 2.0, 2.0, 3.0, 4.0, 3.0, 4.0]","[3.0, 6.0, 3.0, 2.0, 5.0, 1.0, 6.0, 7.0, 6.0, 0.0, 1.0, 3.0, 6.0, 1.0, 1.0, 2.0, 3.0, 2.0, 3.0]"
98,4.0,boost_missed,7.0,28.0,35.0,7.0,0.0,"[10, 23, 27, 31]","[11, 24, 29, 31, 33]","[9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 45, 46, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 62, 63, 64, 66, 67, 68, 70, 72, 73, 74, 76]","[3.0, 7.0, 7.0, 1.0, 2.0, 2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 1.0, 2.0, 2.0, 1.0, 2.0, 2.0, 5.0, 6.0, 6.0, 6.0, 6.0, 3.0, 3.0, 2.0, 1.0, 4.0, 1.0, 4.0, 2.0, 3.0, 1.0, 1.0, 2.0, 5.0, 2.0, 2.0]","[3.0, 5.0, 7.0, 1.0, 2.0, 2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 5.0, 7.0, 7.0, 5.0, 7.0, 7.0, 7.0, 5.0, 7.0, 7.0, 7.0, 7.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 1.0, 2.0, 2.0, 1.0, 2.0, 2.0, 5.0, 6.0, 6.0, 6.0, 6.0, 3.0, 3.0, 2.0, 1.0, 4.0, 1.0, 4.0, 2.0, 3.0, 1.0, 1.0, 2.0, 5.0, 2.0, 2.0]"
98,4.0,demote_assigned,7.0,28.0,35.0,7.0,0.0,"[10, 23, 27, 31]","[11, 24, 29, 31, 33]","[9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 45, 46, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 62, 63, 64, 66, 67, 68, 70, 72, 73, 74, 76]","[3.0, 7.0, 7.0, 1.0, 2.0, 2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 1.0, 2.0, 2.0, 1.0, 2.0, 2.0, 5.0, 6.0, 6.0, 6.0, 6.0, 3.0, 3.0, 2.0, 1.0, 4.0, 1.0, 4.0, 2.0, 3.0, 1.0, 1.0, 2.0, 5.0, 2.0, 2.0]","[3.0, 4.0, 7.0, 1.0, 2.0, 2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 4.0, 7.0, 7.0, 4.0, 7.0, 7.0, 7.0, 4.0, 7.0, 7.0, 7.0, 7.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 1.0, 2.0, 2.0, 1.0, 2.0, 2.0, 5.0, 6.0, 6.0, 6.0, 6.0, 3.0, 3.0, 2.0, 1.0, 4.0, 1.0, 4.0, 2.0, 3.0, 1.0, 1.0, 2.0, 5.0, 2.0, 2.0]"
162,3.0,boost_missed,1.0,15.0,16.0,7.0,6.0,"[34, 42, 49, 59]","[35, 50, 65]","[12, 13, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 69, 70, 92, 94, 95]","[1.0, 1.0, 7.0, 7.0, 6.0, 5.0, 5.0, 5.0, 1.0, 4.0, 4.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 6.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 3.0, 2.0, 2.0, 1.0, 3.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 5.0, 7.0, 7.0, 5.0, 5.0, 5.0, 1.0, 4.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 7.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 2.0, 2.0, 1.0, 5.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
162,3.0,demote_assigned,1.0,15.0,16.0,7.0,6.0,"[34, 42, 49, 59]","[35, 50, 65]","[12, 13, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 69, 70, 92, 94, 95]","[1.0, 1.0, 7.0, 7.0, 6.0, 5.0, 5.0, 5.0, 1.0, 4.0, 4.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 6.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 3.0, 2.0, 2.0, 1.0, 3.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 4.0, 7.0, 6.0, 5.0, 5.0, 5.0, 1.0, 4.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 6.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 3.0, 2.0, 2.0, 1.0, 3.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
162,3.0,promote_single_35,2.0,15.0,17.0,7.0,5.0,"[34, 42, 49, 59]","[35, 42, 50]","[12, 13, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 69, 70, 92, 94, 95]","[1.0, 1.0, 7.0, 7.0, 6.0, 5.0, 5.0, 5.0, 1.0, 4.0, 4.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 6.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 3.0, 2.0, 2.0, 1.0, 3.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 6.0, 7.0, 5.0, 4.0, 4.0, 4.0, 0.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
162,3.0,promote_single_36,1.0,15.0,16.0,7.0,6.0,"[34, 42, 49, 59]","[34, 36, 59]","[12, 13, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 69, 70, 92, 94, 95]","[1.0, 1.0, 7.0, 7.0, 6.0, 5.0, 5.0, 5.0, 1.0, 4.0, 4.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 6.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 3.0, 2.0, 2.0, 1.0, 3.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 6.0, 6.0, 7.0, 4.0, 4.0, 4.0, 0.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
162,3.0,promote_single_50,2.0,15.0,17.0,7.0,5.0,"[34, 42, 49, 59]","[35, 42, 50]","[12, 13, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 69, 70, 92, 94, 95]","[1.0, 1.0, 7.0, 7.0, 6.0, 5.0, 5.0, 5.0, 1.0, 4.0, 4.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 6.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 3.0, 2.0, 2.0, 1.0, 3.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 6.0, 6.0, 5.0, 4.0, 4.0, 4.0, 0.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
76,4.0,promote_single_61,1.0,18.0,19.0,7.0,6.0,"[40, 42, 52, 58]","[40, 52, 58, 61]","[13, 40, 41, 42, 43, 44, 45, 46, 48, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 76, 81, 94, 95]","[3.0, 4.0, 4.0, 4.0, 1.0, 2.0, 4.0, 4.0, 3.0, 5.0, 3.0, 3.0, 3.0, 3.0, 4.0, 5.0, 3.0, 3.0, 5.0, 4.0, 5.0, 5.0, 3.0, 4.0, 3.0, 1.0, 3.0, 2.0, 2.0, 5.0, 2.0, 3.0, 4.0, 4.0]","[2.0, 3.0, 3.0, 3.0, 0.0, 1.0, 3.0, 3.0, 2.0, 4.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 2.0, 2.0, 7.0, 3.0, 4.0, 4.0, 2.0, 3.0, 2.0, 0.0, 2.0, 1.0, 1.0, 4.0, 1.0, 2.0, 3.0, 3.0]"
76,4.0,promote_single_64,1.0,18.0,19.0,7.0,6.0,"[40, 42, 52, 58]","[40, 52, 58, 64]","[13, 40, 41, 42, 43, 44, 45, 46, 48, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 76, 81, 94, 95]","[3.0, 4.0, 4.0, 4.0, 1.0, 2.0, 4.0, 4.0, 3.0, 5.0, 3.0, 3.0, 3.0, 3.0, 4.0, 5.0, 3.0, 3.0, 5.0, 4.0, 5.0, 5.0, 3.0, 4.0, 3.0, 1.0, 3.0, 2.0, 2.0, 5.0, 2.0, 3.0, 4.0, 4.0]","[2.0, 3.0, 3.0, 3.0, 0.0, 1.0, 3.0, 3.0, 2.0, 4.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 2.0, 2.0, 4.0, 3.0, 4.0, 7.0, 2.0, 3.0, 2.0, 0.0, 2.0, 1.0, 1.0, 4.0, 1.0, 2.0, 3.0, 3.0]"
76,4.0,promote_single_73,1.0,18.0,19.0,7.0,6.0,"[40, 42, 52, 58]","[40, 52, 58, 73]","[13, 40, 41, 42, 43, 44, 45, 46, 48, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 76, 81, 94, 95]","[3.0, 4.0, 4.0, 4.0, 1.0, 2.0, 4.0, 4.0, 3.0, 5.0, 3.0, 3.0, 3.0, 3.0, 4.0, 5.0, 3.0, 3.0, 5.0, 4.0, 5.0, 5.0, 3.0, 4.0, 3.0, 1.0, 3.0, 2.0, 2.0, 5.0, 2.0, 3.0, 4.0, 4.0]","[2.0, 3.0, 3.0, 3.0, 0.0, 1.0, 3.0, 3.0, 2.0, 4.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 2.0, 2.0, 4.0, 3.0, 4.0, 4.0, 2.0, 3.0, 2.0, 0.0, 2.0, 1.0, 1.0, 7.0, 1.0, 2.0, 3.0, 3.0]"
221,1.0,boost_missed,5.0,28.0,33.0,7.0,2.0,"[0, 7, 26, 89]","[2, 8, 27, 30, 91]","[0, 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 26, 27, 28, 29, 30, 31, 89, 90, 91, 92, 94]","[7.0, 6.0, 6.0, 6.0, 6.0, 5.0, 7.0, 6.0, 7.0, 6.0, 5.0, 3.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 6.0]","[5.0, 6.0, 6.0, 6.0, 6.0, 5.0, 5.0, 6.0, 7.0, 6.0, 5.0, 3.0, 5.0, 7.0, 7.0, 6.0, 7.0, 7.0, 5.0, 6.0, 7.0, 7.0, 6.0]"
221,1.0,demote_assigned,5.0,28.0,33.0,7.0,2.0,"[0, 7, 26, 89]","[2, 8, 27, 30, 91]","[0, 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 26, 27, 28, 29, 30, 31, 89, 90, 91, 92, 94]","[7.0, 6.0, 6.0, 6.0, 6.0, 5.0, 7.0, 6.0, 7.0, 6.0, 5.0, 3.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 6.0]","[4.0, 6.0, 6.0, 6.0, 6.0, 5.0, 4.0, 6.0, 7.0, 6.0, 5.0, 3.0, 4.0, 7.0, 7.0, 6.0, 7.0, 7.0, 4.0, 6.0, 7.0, 7.0, 6.0]"
221,1.0,promote_single_27,6.0,28.0,34.0,7.0,1.0,"[0, 7, 26, 89]","[0, 8, 26, 27, 89]","[0, 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 26, 27, 28, 29, 30, 31, 89, 90, 91, 92, 94]","[7.0, 6.0, 6.0, 6.0, 6.0, 5.0, 7.0, 6.0, 7.0, 6.0, 5.0, 3.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 6.0]","[6.0, 5.0, 5.0, 5.0, 5.0, 4.0, 6.0, 5.0, 6.0, 5.0, 4.0, 2.0, 6.0, 7.0, 6.0, 5.0, 6.0, 6.0, 6.0, 5.0, 6.0, 6.0, 5.0]"
221,1.0,promote_single_31,6.0,28.0,34.0,7.0,1.0,"[0, 7, 26, 89]","[2, 7, 26, 31, 89]","[0, 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 26, 27, 28, 29, 30, 31, 89, 90, 91, 92, 94]","[7.0, 6.0, 6.0, 6.0, 6.0, 5.0, 7.0, 6.0, 7.0, 6.0, 5.0, 3.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 6.0]","[6.0, 5.0, 5.0, 5.0, 5.0, 4.0, 6.0, 5.0, 6.0, 5.0, 4.0, 2.0, 6.0, 6.0, 6.0, 5.0, 6.0, 7.0, 6.0, 5.0, 6.0, 6.0, 5.0]"
221,1.0,promote_single_91,6.0,28.0,34.0,7.0,1.0,"[0, 7, 26, 89]","[0, 8, 26, 89, 91]","[0, 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 26, 27, 28, 29, 30, 31, 89, 90, 91, 92, 94]","[7.0, 6.0, 6.0, 6.0, 6.0, 5.0, 7.0, 6.0, 7.0, 6.0, 5.0, 3.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 6.0]","[6.0, 5.0, 5.0, 5.0, 5.0, 4.0, 6.0, 5.0, 6.0, 5.0, 4.0, 2.0, 6.0, 6.0, 6.0, 5.0, 6.0, 6.0, 6.0, 5.0, 7.0, 6.0, 5.0]"
221,1.0,promote_single_92,6.0,28.0,34.0,7.0,1.0,"[0, 7, 26, 89]","[0, 8, 26, 89, 92]","[0, 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 26, 27, 28, 29, 30, 31, 89, 90, 91, 92, 94]","[7.0, 6.0, 6.0, 6.0, 6.0, 5.0, 7.0, 6.0, 7.0, 6.0, 5.0, 3.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 6.0]","[6.0, 5.0, 5.0, 5.0, 5.0, 4.0, 6.0, 5.0, 6.0, 5.0, 4.0, 2.0, 6.0, 6.0, 6.0, 5.0, 6.0, 6.0, 6.0, 5.0, 6.0, 7.0, 5.0]"
65,5.0,boost_missed,1.0,13.0,14.0,7.0,6.0,"[68, 70, 83]","[66, 83, 84]","[63, 66, 67, 68, 69, 70, 83, 84]","[2.0, 5.0, 2.0, 1.0, 3.0, 6.0, 6.0, 3.0]","[2.0, 7.0, 2.0, 0.0, 3.0, 4.0, 4.0, 5.0]"
69,5.0,boost_missed,1.0,17.0,18.0,6.0,5.0,"[83, 84, 85]","[73, 83, 86]","[62, 63, 64, 65, 66, 67, 69, 70, 71, 72, 73, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88]","[6.0, 4.0, 3.0, 2.0, 5.0, 3.0, 2.0, 5.0, 4.0, 3.0, 6.0, 3.0, 3.0, 4.0, 3.0, 3.0, 3.0, 4.0, 3.0, 7.0, 5.0, 5.0, 5.0, 5.0, 3.0]","[6.0, 4.0, 3.0, 2.0, 5.0, 3.0, 2.0, 5.0, 4.0, 3.0, 7.0, 3.0, 3.0, 4.0, 3.0, 3.0, 3.0, 4.0, 3.0, 5.0, 3.0, 3.0, 7.0, 5.0, 3.0]"
69,5.0,promote_single_73,1.0,17.0,18.0,6.0,5.0,"[83, 84, 85]","[73, 83, 85]","[62, 63, 64, 65, 66, 67, 69, 70, 71, 72, 73, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88]","[6.0, 4.0, 3.0, 2.0, 5.0, 3.0, 2.0, 5.0, 4.0, 3.0, 6.0, 3.0, 3.0, 4.0, 3.0, 3.0, 3.0, 4.0, 3.0, 7.0, 5.0, 5.0, 5.0, 5.0, 3.0]","[5.0, 3.0, 2.0, 1.0, 4.0, 2.0, 1.0, 4.0, 3.0, 2.0, 7.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 2.0, 6.0, 4.0, 4.0, 4.0, 4.0, 2.0]"
40,5.0,boost_missed,4.0,17.0,21.0,6.0,2.0,"[66, 83, 84]","[83, 85, 86, 87]","[63, 64, 65, 66, 69, 71, 72, 73, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88]","[3.0, 4.0, 1.0, 6.0, 3.0, 2.0, 1.0, 1.0, 2.0, 3.0, 2.0, 2.0, 2.0, 1.0, 3.0, 4.0, 5.0, 6.0, 5.0, 6.0, 5.0, 3.0]","[3.0, 4.0, 1.0, 4.0, 3.0, 2.0, 1.0, 1.0, 2.0, 3.0, 2.0, 2.0, 2.0, 1.0, 3.0, 4.0, 3.0, 4.0, 5.0, 7.0, 7.0, 3.0]"
40,5.0,demote_assigned,4.0,17.0,21.0,6.0,2.0,"[66, 83, 84]","[83, 85, 86, 87]","[63, 64, 65, 66, 69, 71, 72, 73, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88]","[3.0, 4.0, 1.0, 6.0, 3.0, 2.0, 1.0, 1.0, 2.0, 3.0, 2.0, 2.0, 2.0, 1.0, 3.0, 4.0, 5.0, 6.0, 5.0, 6.0, 5.0, 3.0]","[3.0, 4.0, 1.0, 3.0, 3.0, 2.0, 1.0, 1.0, 2.0, 3.0, 2.0, 2.0, 2.0, 1.0, 3.0, 4.0, 2.0, 3.0, 5.0, 6.0, 5.0, 3.0]"
34,5.0,boost_missed,4.0,18.0,22.0,6.0,2.0,"[62, 68, 85]","[66, 78, 83, 86]","[62, 63, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87]","[6.0, 2.0, 2.0, 6.0, 4.0, 6.0, 6.0, 6.0, 3.0, 2.0, 5.0, 3.0, 1.0, 3.0, 5.0, 5.0, 5.0, 6.0, 3.0, 5.0, 5.0, 6.0, 6.0, 3.0]","[4.0, 2.0, 2.0, 7.0, 4.0, 4.0, 6.0, 7.0, 3.0, 2.0, 5.0, 3.0, 1.0, 3.0, 5.0, 5.0, 5.0, 6.0, 3.0, 5.0, 5.0, 4.0, 6.0, 3.0]"
34,5.0,demote_assigned,4.0,18.0,22.0,6.0,2.0,"[62, 68, 85]","[66, 78, 83, 86]","[62, 63, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87]","[6.0, 2.0, 2.0, 6.0, 4.0, 6.0, 6.0, 6.0, 3.0, 2.0, 5.0, 3.0, 1.0, 3.0, 5.0, 5.0, 5.0, 6.0, 3.0, 5.0, 5.0, 6.0, 6.0, 3.0]","[3.0, 2.0, 2.0, 6.0, 4.0, 3.0, 6.0, 6.0, 3.0, 2.0, 5.0, 3.0, 1.0, 3.0, 5.0, 5.0, 5.0, 6.0, 3.0, 5.0, 5.0, 3.0, 6.0, 3.0]"
